date,wm_yr_wk,d
2016-05-12,11615,d_1931
2016-05-13,11615,d_1932
2016-05-14,11616,d_1933
2016-05-15,11616,d_1934
2016-05-16,11616,d_1935
2016-05-17,11616,d_1936
2016-05-18,11616,d_1937
2016-05-19,11616,d_1938
2016-05-20,11616,d_1939
2016-05-21,11617,d_1940
2016-05-22,11617,d_1941
2016-05-23,11617,d_1942
2016-05-24,11617,d_1943
2016-05-25,11617,d_1944
2016-05-26,11617,d_1945
2016-05-27,11617,d_1946
2016-05-28,11618,d_1947
2016-05-29,11618,d_1948
2016-05-30,11618,d_1949
2016-05-31,11618,d_1950
2016-06-01,11618,d_1951
2016-06-02,11618,d_1952
2016-06-03,11618,d_1953
2016-06-04,11619,d_1954
2016-06-05,11619,d_1955
2016-06-06,11619,d_1956
2016-06-07,11619,d_1957
2016-06-08,11619,d_1958
2016-06-09,11619,d_1959
2016-06-10,11619,d_1960
2016-06-11,11620,d_1961
2016-06-12,11620,d_1962
2016-06-13,11620,d_1963
2016-06-14,11620,d_1964
2016-06-15,11620,d_1965
2016-06-16,11620,d_1966
2016-06-17,11620,d_1967
2016-06-18,11621,d_1968
2016-06-19,11621,d_1969
